m/z_ion_center,CCS (Å^2),Peak Intensity
574.9386,192.62,107
575.1052,193.54,172
575.1135,193.14,157
575.1301,193.14,107
575.1385,193.12,69
575.1468,193.54,101
575.1551,193.48,90
575.1634,192.82,65
575.1718,193.06,54
575.1801,192.74,93
575.355,192.62,42
576.0214,192.64,93
588.9926,196.95,95511
589.0263,196.86,106745
589.0347,196.86,73866
592.8242,193.5,190
604.8461,194.0,974
604.8546,194.03,2971
604.8632,194.03,3070
604.8717,193.99,1459
622.7975,193.69,524
622.8061,193.99,873
622.8148,194.56,665
628.8077,193.28,803
628.8338,193.35,730
628.8425,193.28,127
674.9847,191.87,70
730.9226,197.93,1742
730.932,197.92,4843
730.9508,198.11,6958
730.9601,198.1,4608
730.9695,198.14,2894
350.291,197.24,272
350.33,197.32,163
351.3184,197.33,66
353.2016,197.51,300
353.2212,197.27,248
353.2277,197.45,111
353.3517,197.02,174
354.2137,196.29,60
355.2207,198.49,560
355.2273,198.28,791
355.2338,197.99,364
363.2884,195.91,56
365.2631,198.59,943
365.2697,198.65,828
381.3278,195.0,45
389.2602,196.72,52
389.2671,195.74,58
397.1913,195.93,26
397.219,196.61,196
397.2398,195.49,26
398.1676,195.63,72
399.2421,197.52,65
401.2495,198.1,731
434.942,196.52,175
434.9493,196.41,115
483.9441,197.03,127
483.9517,196.28,92
484.9298,194.34,30
506.2375,194.12,21
508.9596,194.09,51
516.9723,195.17,329
526.9108,194.41,50
540.8853,194.52,81
558.9593,194.85,64
564.8519,195.07,1607
564.8849,195.24,2255
574.6889,193.41,74
574.6973,193.51,0
574.7888,193.26,83
574.7971,193.07,50
574.8054,193.51,54
575.1884,193.51,21
575.2717,193.51,21
576.98,193.49,45
576.9884,193.49,42
576.9967,193.49,42
579.0501,196.94,1911
579.0585,196.99,1871
588.9758,197.02,3212
588.9842,196.96,27822
589.0432,196.88,53450
589.0516,196.87,40730
589.06,196.89,31269
589.0684,196.88,25157
589.0769,196.85,20371
589.0853,196.9,17627
589.0937,196.91,15710
589.1022,196.84,14063
589.1106,196.9,12366
589.9957,196.95,13698
590.0042,196.89,23846
590.0126,196.86,25462
590.021,196.88,19987
590.0295,196.88,14788
590.0379,196.89,10772
590.0463,196.86,7593
590.0548,196.86,5353
590.9913,196.96,5460
590.9997,196.95,9542
591.0081,196.91,10150
591.0166,196.92,8333
591.025,196.91,5959
591.0335,196.89,3973
591.0419,196.88,2545
592.8158,193.84,39
592.8327,194.37,380
592.8411,194.98,487
592.8496,195.25,492
598.8413,194.84,1807
598.8498,194.88,1447
598.8583,199.32,883
604.8375,193.29,27
604.8802,193.92,321
622.7888,193.16,51
730.9789,198.04,1576
1020.6751,191.54,21
144.0007,207.51,57
168.9849,208.16,324
168.9894,207.73,374
317.9846,199.88,245
354.2399,199.11,1665
354.2464,199.14,1145
364.3016,197.36,99
365.2565,198.86,611
365.2764,198.64,411
366.299,198.54,85
369.2952,197.56,181
369.3019,197.81,199
370.1898,198.87,1141
370.1965,198.97,3448
370.2032,198.92,2671
397.1567,196.41,28
399.2352,197.95,112
401.2425,197.56,168
401.2564,198.03,525
420.9871,196.21,56
457.1506,197.4,163
530.9912,197.1,607
530.9992,197.34,1070
531.0072,197.25,1042
531.0152,197.28,733
531.0232,197.15,379
556.9255,196.85,2484
556.9337,196.8,6020
556.9419,196.75,5708
564.8932,195.3,184
579.0668,196.95,1284
579.0752,196.87,649
588.0072,196.74,1416
588.0156,196.8,922
588.024,196.71,542
589.119,196.9,11251
589.1274,196.9,9563
589.1359,196.88,7721
589.1443,196.87,5987
589.1527,196.9,5427
589.1611,196.9,5136
589.1696,196.92,4543
589.178,196.91,3892
589.1864,196.88,3366
589.1948,196.87,3105
589.2033,196.87,2912
589.2117,196.88,2563
589.2201,196.88,2369
589.2286,196.91,2164
589.237,196.97,2057
589.2454,196.98,2016
589.2539,196.85,1816
589.2623,196.87,1656
589.2707,196.84,1615
589.2791,196.8,1522
589.2876,196.83,1497
589.296,196.78,1392
589.3044,196.9,1183
589.3128,196.92,1106
589.3213,196.84,1036
589.3297,196.95,971
589.3381,196.97,1046
589.3466,196.89,965
589.355,196.83,1046
589.3634,196.81,944
589.3718,196.89,865
589.3803,196.85,891
589.3887,196.78,838
589.3971,196.88,840
589.4308,196.87,716
589.4561,196.93,743
589.5236,196.79,521
589.9789,197.08,945
589.9873,197.03,4166
590.0632,196.86,3921
590.0716,196.89,3045
590.0801,196.89,2418
590.0885,196.86,1984
590.0969,196.84,1657
590.1054,196.9,1534
590.1138,196.92,1337
590.1222,196.99,1279
590.1307,196.9,1069
590.1391,196.82,862
590.1475,196.81,714
590.9828,197.19,1717
591.0504,196.88,1637
591.0588,196.93,1073
591.0672,196.93,737
592.0045,196.86,922
592.013,196.73,803
592.0214,196.63,539
592.858,195.22,191
596.9906,197.49,973
598.8328,194.86,1042
600.9672,196.01,161
616.7816,194.09,47
616.7903,194.09,43
616.7989,194.45,49
622.8235,195.63,724
730.9883,198.11,847
731.9461,198.05,745
731.9555,197.98,652
794.9301,196.81,8332
794.9399,196.79,10146
794.9497,196.75,8393
794.9595,196.77,5318
59.011,246.38,51424
146.9866,208.81,50
286.9761,202.53,664
286.9878,202.53,635
301.9526,199.34,36
317.9784,199.9,87
346.2674,199.16,147
351.325,197.96,56
354.2333,199.15,260
354.2529,199.09,328
355.2404,198.74,115
356.2357,198.05,23
365.283,198.48,209
365.3361,197.87,21
365.3427,197.87,27
366.2724,197.85,75
366.279,198.61,65
367.3496,200.34,5666
367.3562,200.19,7107
367.3629,200.22,4075
369.3086,198.44,73
370.2098,198.88,1307
371.2059,198.41,85
399.2282,197.6,39
401.2634,198.1,73
437.0952,198.83,522
437.1024,198.82,490
457.1432,196.45,28
457.158,197.55,122
457.1654,196.62,47
486.9656,198.55,6796
486.9733,198.52,5864
530.9832,196.5,168
531.0312,197.19,153
556.8763,197.23,1231
556.95,196.62,2944
556.9582,196.52,545
558.91,195.88,43
562.8815,195.38,22
568.861,196.68,342
568.8693,196.95,399
568.8776,197.66,646
579.0334,197.54,357
579.0418,197.03,1280
579.0835,196.79,336
580.0531,196.89,230
580.0615,196.97,220
580.898,197.89,4678
586.8207,195.19,21
586.8291,195.47,93
586.8375,195.27,30
588.0324,196.82,250
588.9336,196.71,261
588.9421,197.09,244
589.4056,196.91,782
589.414,197.07,742
589.4224,197.04,690
589.4393,196.94,735
589.4477,197.0,721
589.4646,196.99,679
589.473,196.9,654
589.4814,197.06,669
589.4899,196.85,623
589.4983,196.98,583
589.5067,196.99,620
589.5151,196.88,650
589.532,196.83,582
589.5404,196.83,541
589.5489,196.76,649
589.5573,196.78,574
589.5657,196.97,521
589.5742,196.92,558
589.5826,196.86,544
589.591,196.75,536
589.5994,196.82,544
589.6079,196.9,514
589.6163,196.84,539
589.6247,196.91,441
589.6332,196.95,444
589.6416,196.86,408
589.65,196.99,479
589.6584,196.76,427
589.6669,196.96,441
589.6753,196.83,443
589.6838,196.9,472
589.6922,196.76,392
589.7006,196.7,387
589.709,196.73,367
589.7175,196.86,380
589.7259,196.85,435
589.7343,196.85,417
589.7428,196.89,311
589.7512,196.92,387
589.7596,196.83,328
589.7681,196.81,364
589.7765,196.83,375
589.7849,196.84,296
589.7934,196.91,304
589.8018,196.76,302
589.8102,197.02,365
589.8187,196.8,288
589.8271,196.94,276
589.8355,197.02,244
589.8439,196.98,294
589.8524,196.94,263
589.8608,196.78,349
589.8692,196.66,298
589.8777,196.8,251
589.8861,196.93,344
589.8945,197.01,304
589.903,196.56,299
589.9114,196.91,431
589.9198,196.85,409
589.9283,196.79,362
589.9367,196.88,359
589.9451,197.06,378
589.9536,196.85,331
589.962,196.95,385
589.9704,196.95,428
590.156,196.87,670
590.1644,196.71,646
590.1728,196.75,565
590.1813,196.93,512
590.1897,196.86,526
590.1982,196.79,471
590.2066,196.82,483
590.215,196.95,374
590.2234,196.92,389
590.2319,196.82,300
590.2403,196.8,316
590.2487,196.83,326
590.2572,196.73,368
590.2656,196.77,333
590.2741,196.73,282
590.2825,196.91,239
590.2909,196.8,283
590.2994,196.83,241
590.3078,196.78,258
590.3162,196.82,194
590.3247,196.81,178
590.3331,196.72,233
590.3415,197.1,197
590.35,196.62,183
590.3584,196.78,231
590.3837,196.91,215
590.3922,196.98,243
590.4006,196.76,222
590.4765,196.65,196
590.485,196.59,188
590.7972,196.74,93
590.8478,196.77,262
590.8562,197.03,428
590.9744,197.11,405
591.0757,196.84,572
591.0841,196.83,500
591.0926,197.06,386
591.101,196.93,302
591.1094,197.09,305
591.1179,196.97,249
591.1263,197.0,207
591.1348,196.37,168
591.9876,196.71,234
591.9961,197.06,610
592.0299,196.77,367
596.9651,197.48,1105
596.9736,197.44,1705
596.9821,197.56,1465
596.9991,197.68,596
598.8243,195.11,21
600.9757,196.43,363
600.9842,196.1,173
620.8409,196.73,178
622.8321,195.67,585
638.7719,194.83,22
644.788,195.55,129
644.7968,195.62,93
646.7731,194.66,53
646.7819,195.24,364
646.7908,195.43,237
699.9354,196.67,5392
699.9446,196.64,8252
699.9538,196.62,7850
699.963,196.59,4916
700.4499,196.49,912
700.4591,196.56,621
730.9977,197.65,510
731.0071,197.7,264
731.9367,197.99,459
731.9649,197.96,315
731.9743,198.21,210
749.9398,194.9,213
749.9493,194.88,232
794.9203,196.91,3789
794.9693,196.8,3329
794.9791,196.77,2035
794.9888,196.69,1114
795.9289,196.72,644
62.003,230.8,26
94.9317,218.0,23
168.9939,208.41,177
168.9984,208.13,95
217.0032,206.13,92
286.9937,202.4,413
329.9763,199.76,89
330.9735,199.82,77
340.2147,199.48,49
348.286,199.12,23
355.2469,198.97,25
365.2498,199.68,59
366.3056,198.94,53
367.3696,200.3,1516
369.2886,198.7,31
370.2165,199.22,319
371.1992,198.76,169
391.2492,198.3,88
403.2688,201.98,345
405.2723,201.92,105071
405.2793,202.1,211946
405.2863,202.17,204975
405.2933,202.19,142727
405.3003,202.19,88885
407.2527,201.04,2057
407.2597,201.08,4638
407.2667,201.38,11061
407.2737,201.79,25049
407.2807,201.92,31375
437.0879,199.19,222
437.1097,198.38,210
486.958,198.7,3037
486.981,198.5,2842
531.0392,196.93,63
532.0077,196.99,22
544.8977,197.47,151
544.9058,197.59,338
556.8681,197.58,198
556.8845,197.37,1086
556.8927,197.21,221
556.9009,196.77,74
556.9173,196.32,22
556.9664,196.48,58
562.8651,196.75,57
562.8733,196.3,98
568.8858,197.61,750
568.8941,197.85,382
579.0919,196.82,154
580.0698,197.21,142
580.831,197.89,238
580.8561,198.06,123
580.8812,198.05,776
580.8896,197.82,3468
580.9063,197.91,2973
580.9147,197.79,1186
588.0409,196.65,111
588.9084,196.52,79
588.9168,196.66,104
588.9252,197.01,218
590.3668,196.99,191
590.3753,196.77,173
590.409,197.05,166
590.4175,196.99,174
590.4259,196.99,178
590.4343,197.04,166
590.4428,197.04,120
590.4512,197.16,133
590.4596,197.14,164
590.4681,196.83,166
590.4934,196.76,144
590.5018,197.19,92
590.5103,196.63,141
590.5356,196.64,151
590.544,196.71,148
590.5524,196.66,126
590.5609,196.94,156
590.5693,196.96,154
590.5778,196.06,91
590.5862,196.86,141
590.5946,197.06,135
590.6031,196.94,94
590.6368,196.89,111
590.6453,196.36,94
590.6537,196.52,104
590.6621,197.08,98
590.6706,196.91,104
590.6959,197.28,108
590.7043,196.82,58
590.7128,197.02,91
590.755,196.79,93
590.7634,196.97,90
590.7718,196.9,59
590.7803,196.52,101
590.7887,197.19,109
590.8225,196.27,60
590.8309,195.99,56
590.8394,196.55,125
590.8647,197.24,164
590.89,197.08,88
590.8984,196.86,97
590.9069,196.9,31
590.9153,196.74,45
590.9491,196.83,95
590.9575,196.5,91
590.9659,197.17,123
591.1432,196.98,143
591.1516,196.95,112
591.1601,197.04,97
592.0383,196.72,199
592.0468,196.74,113
593.0018,196.17,45
596.9566,197.51,358
597.0075,197.74,326
597.9835,198.29,94
600.9928,199.63,294
601.0013,200.04,375
616.8161,192.86,75
620.8322,197.4,114
622.8408,195.45,80
644.8056,195.68,46
699.9262,196.83,1343
699.9722,196.54,2396
699.9813,196.56,693
700.4407,196.69,613
700.4683,196.36,188
730.9132,198.21,331
731.0165,197.54,176
731.0259,196.79,84
749.9588,195.03,75
794.9105,196.98,1064
794.9986,196.72,683
795.0084,196.86,406
795.9191,197.0,305
795.9387,196.68,896
795.9485,196.65,854
795.9583,196.62,703
795.9681,196.61,379
795.9779,196.36,191
121.9401,214.2,90
146.9571,210.65,158
216.9828,205.51,150
286.9996,202.59,222
287.0055,202.32,62
329.9826,200.53,80
367.2498,199.64,23
367.3429,200.46,248
367.3762,200.44,168
401.9383,199.03,55
401.9452,200.36,75
403.2549,201.63,270
403.2619,201.74,500
405.2653,201.9,17892
405.3073,202.19,51899
405.3142,202.2,28958
405.3212,202.16,16624
406.2724,201.86,18847
406.2794,202.08,50893
406.2864,202.17,58961
406.2934,202.23,43142
406.3004,202.23,25048
406.3074,202.24,13331
407.2877,202.03,25781
407.2948,202.07,16037
408.2552,201.57,326
408.2623,201.03,891
408.2693,201.38,2022
408.2763,201.48,4810
409.266,201.1,328
437.1169,198.66,59
438.0974,198.49,58
438.1047,198.77,129
486.9886,198.54,559
544.9139,198.41,75
550.9114,199.38,3971
550.9196,199.44,6253
560.8735,197.18,21
568.9024,197.11,24
579.1002,196.93,79
580.8394,197.82,704
580.8478,197.72,474
580.9231,197.88,231
590.5187,197.39,0
590.5271,197.83,84
590.6115,197.18,88
590.62,197.24,69
590.6284,196.98,97
590.679,196.95,84
590.6874,196.98,88
590.7212,197.14,88
590.7296,196.98,54
590.7381,197.35,116
590.7465,197.71,83
590.8056,196.94,21
590.8731,197.35,76
590.8815,197.23,93
590.9238,197.13,82
590.9322,197.83,21
590.9406,196.94,52
591.1685,196.92,87
591.1938,196.8,79
591.2023,197.2,85
591.2107,197.38,45
591.2192,196.93,50
591.2529,197.04,67
596.8718,198.37,151
597.016,197.73,130
597.9665,197.26,71
597.975,197.23,156
614.8087,197.57,72
614.8173,197.44,70
614.8259,199.56,87
616.8075,196.67,77
620.8236,197.37,122
644.7792,196.57,21
664.9468,198.08,266
664.9558,198.14,256
664.9647,197.86,218
699.9905,196.56,241
700.4315,196.24,41
700.4775,196.24,59
731.9273,197.29,226
731.9837,198.38,141
750.9574,196.57,85
750.967,196.05,61
794.9007,196.78,151
795.0182,196.75,260
795.028,196.86,172
795.0378,196.52,117
795.9877,195.9,96
61.9839,233.68,134
286.9702,202.89,120
297.1455,202.21,35
297.1515,203.54,29
328.9617,201.81,44
330.9798,201.14,48
368.3484,200.58,29
368.3551,200.81,129
368.3617,200.52,53
375.9973,200.82,37
383.31,200.69,22
384.1806,201.01,47
401.1591,201.74,423
401.166,201.94,1411
401.173,201.97,1261
405.2583,202.2,2299
405.3282,202.11,9464
405.3352,202.14,5727
405.3422,202.19,3690
405.3492,202.16,2397
406.2654,201.97,2076
406.3144,202.22,6591
406.3214,202.21,3215
407.2457,201.0,328
407.3018,202.07,8494
407.3088,202.02,4106
408.2833,201.77,5691
408.2903,201.87,3955
408.2973,201.88,1874
409.2309,200.51,108
409.259,200.71,121
409.2731,201.42,352
486.9503,198.78,106
532.905,198.32,26
532.913,198.77,65
532.921,199.59,101
532.929,198.25,29
544.8896,198.21,75
581.9025,197.9,24
586.9132,199.18,267
586.9216,199.18,256
586.9301,199.29,71
586.9385,199.41,77
591.4134,197.66,45
597.0245,197.97,52
598.8668,199.37,875
598.8753,199.13,452
598.9858,199.22,374
598.9942,199.55,729
599.0027,199.61,916
599.0112,199.53,684
664.9379,198.03,107
664.9737,197.84,65
688.7741,197.19,21
699.917,197.13,24
721.93,197.02,73
731.0352,199.09,78
750.9384,196.87,31
750.9479,196.87,0
795.0476,196.64,84
795.0574,196.78,69
72.9898,207.07,54
267.9919,201.28,239
283.2651,204.0,42
293.173,214.1,82
366.3322,201.29,45
377.1696,202.61,273
381.3413,201.17,46
381.3481,201.17,56
383.3168,201.14,35
401.1799,202.11,515
401.1869,201.86,142
403.2758,201.8,156
405.2443,208.5,337
405.2513,202.16,513
405.3562,202.1,1760
405.3632,202.16,1107
405.3702,202.19,837
405.3771,202.32,502
405.3841,202.18,367
406.3284,202.25,1237
406.3354,202.0,423
406.3424,202.01,231
406.3494,201.98,114
407.2387,200.74,26
407.3158,202.04,1766
407.3228,201.82,287
408.3044,202.04,691
409.2801,201.79,481
409.2871,201.97,428
428.9674,211.62,587
520.9348,199.32,25
520.9427,199.38,97
520.9506,199.11,69
526.9587,201.11,2201
532.9611,200.4,133
532.9691,200.45,1508
532.9771,200.53,2739
532.9851,200.54,1283
532.9931,200.88,300
550.9033,199.2,145
586.9048,199.42,59
596.8633,198.55,128
596.8803,198.63,116
599.0197,199.83,407
599.0282,199.88,202
601.0098,199.86,244
609.0115,201.01,349
609.0201,201.17,985
609.0287,201.27,1526
609.0372,201.29,1302
612.985,201.26,373
612.9936,201.58,1219
613.0022,201.64,1798
613.0108,201.61,1672
688.765,198.35,96
718.7432,197.92,26
718.7525,198.29,63
795.9093,197.56,73
377.1764,203.22,144
380.3453,203.73,706
380.3521,203.38,1230
380.3589,203.65,574
380.3656,203.13,47
381.3617,203.28,687
381.3685,203.54,1631
381.3752,203.77,1107
383.3508,203.96,1101
383.3576,203.75,448
403.2828,201.77,71
405.2374,208.62,781
405.3911,202.13,137
405.3981,202.4,98
405.4051,201.78,60
406.2584,202.37,174
406.3564,201.8,55
406.3634,201.66,51
408.3114,201.59,24
433.2277,202.2,229
433.2349,202.92,156
526.9507,200.88,470
526.9666,201.26,1530
526.9746,201.36,395
544.922,200.59,46
572.9092,200.78,198
598.8838,199.55,22
598.9772,199.55,24
599.9888,199.61,29
599.9973,199.84,84
601.0183,200.1,82
609.0458,201.3,883
609.0544,201.3,456
609.063,201.12,280
613.0194,201.61,1123
613.028,201.55,613
613.0366,201.66,360
615.0325,202.58,2420
615.0411,202.54,1839
662.8177,199.85,85
724.9276,201.23,4886
724.9369,201.2,11220
724.9463,201.18,13156
724.9556,201.18,10749
724.965,201.21,7009
731.0446,200.07,24
1095.6328,197.52,22
239.0907,207.52,67
267.9976,211.62,179
268.0032,205.91,26
277.1802,206.02,22
381.3549,203.42,100
381.382,203.25,98
383.344,203.61,576
405.2234,208.36,2377
405.2304,208.44,1454
407.3298,202.34,106
409.2941,202.5,76
419.2578,202.77,50
428.9746,208.76,576
428.9818,210.7,465
520.8793,201.1,21
520.8872,201.6,28
533.0012,201.39,107
544.9301,201.85,58
572.9175,200.85,80
586.9553,200.53,44
586.9637,200.53,66
586.9721,200.53,50
609.0715,201.04,114
613.0452,201.66,186
614.8345,201.21,26
614.8431,200.73,46
615.0153,202.39,1024
615.0239,202.75,2005
615.0497,202.55,1133
615.0583,202.56,667
617.0145,201.88,410
617.0231,202.6,716
617.0317,202.78,650
617.0403,202.57,449
724.9743,201.14,3977
724.9837,201.24,1522
725.4325,201.3,775
725.4418,201.2,1473
725.4512,201.18,2101
725.4605,201.22,1701
780.9354,206.86,4995
780.9451,206.68,5892
780.9548,206.51,4528
780.9645,206.46,2948
1086.1722,198.42,21
59.0243,246.09,44907
59.027,246.01,30523
59.0296,246.09,23428
59.0323,246.08,16431
59.035,246.14,14112
59.043,246.3,8778
62.003,243.36,57
142.0244,200.33,61
311.1679,207.67,66
380.3386,203.89,42
383.3644,203.85,73
393.2571,204.68,82
393.264,203.54,55
397.3228,204.49,49
397.3297,204.72,270
397.3366,204.17,120
397.3436,204.08,53
419.2507,203.26,96
419.2649,203.24,23
428.989,218.81,284
428.9961,211.62,143
566.9002,202.25,86
610.0316,201.63,101
614.0169,202.35,99
615.0067,202.6,326
615.067,202.35,327
615.0756,202.72,179
616.0317,202.98,237
616.0403,202.69,201
616.8851,203.01,1661
616.8937,203.07,3216
617.049,202.6,274
617.0576,202.84,129
622.9794,207.09,115
625.0523,206.42,5814
625.061,206.1,4895
625.0696,205.88,3336
724.9182,201.32,409
724.993,201.34,382
725.4231,200.63,77
725.4699,201.26,587
725.4792,201.3,165
746.9288,200.43,44
746.9383,201.31,155
746.9478,200.58,87
746.9573,200.43,24
780.9257,206.86,2971
780.9742,206.5,1739
844.9106,203.68,2310
844.9207,203.48,6765
844.9307,203.51,11413
844.9408,203.52,11976
844.9509,203.54,9424
844.961,203.53,6451
59.0376,246.18,11476
59.0403,246.22,8780
59.0456,246.27,6989
59.0483,246.29,7071
59.051,246.27,5012
59.0536,246.38,5388
59.0563,246.25,3231
59.059,246.64,1387
59.0616,246.49,3056
59.0643,246.45,2222
60.0153,245.82,2151
60.018,245.66,3854
60.0207,245.52,2289
60.0234,245.77,1322
60.0261,245.57,823
94.9317,224.92,22
121.9439,223.43,102
121.9478,220.82,118
395.3805,206.62,2518
395.3874,206.58,3431
428.9602,212.96,358
566.8919,202.71,72
609.963,203.23,56
609.9715,203.35,143
612.9334,203.45,156
612.942,202.86,166
612.9506,203.46,166
612.9592,212.15,508
613.0538,202.09,82
613.9395,203.81,211
613.9911,202.1,46
613.9997,202.1,0
614.0083,202.54,74
614.8948,203.39,133
614.9034,203.13,135
615.0842,202.58,118
616.0231,203.19,94
616.0489,202.96,124
616.8765,203.07,213
616.9024,202.87,1470
616.911,202.88,148
618.0325,202.07,47
622.9881,206.9,224
625.0436,206.8,5643
625.0783,205.97,1958
625.087,206.08,1113
638.8508,201.93,24
638.8596,202.83,36
664.8036,202.89,430
664.8125,203.03,980
664.8215,203.01,591
670.8238,203.62,2143
670.8328,203.61,2517
734.7855,203.28,199
780.916,206.71,975
780.9839,206.36,983
780.9936,205.99,549
781.9448,206.34,600
781.9545,206.69,471
781.9642,206.36,270
844.9711,203.52,3791
844.9812,203.52,2203
844.9913,203.49,1330
845.9504,203.53,959
845.9605,203.45,703
59.067,246.53,1267
59.0697,246.57,1598
59.0723,246.6,1144
59.075,246.81,882
59.0776,246.87,1030
60.0288,245.89,395
121.9516,220.61,46
171.9995,214.06,27
392.3488,205.61,130
392.3557,206.45,179
395.3736,207.15,106
395.3943,206.69,1672
395.4012,206.31,279
405.2094,208.31,1374
405.2164,208.38,2677
435.2462,204.8,23
435.2534,204.8,23
461.0934,205.61,212
528.985,205.97,109
534.8945,205.0,136
534.9025,205.91,115
536.9038,206.7,212
550.9685,203.78,83
610.9494,204.74,345
610.958,205.02,615
610.9666,205.12,573
610.9752,204.88,405
612.9678,211.92,696
613.9309,203.79,137
613.9481,204.01,131
623.0228,207.17,12882
623.0314,207.1,47192
623.0401,207.1,84381
623.0488,207.07,92447
623.0574,207.08,74240
623.0661,207.08,52133
623.0748,207.08,36956
